Date Event Generated,Instrument Type,Installed Product ID,System Name,Event Description,Component,Error ID,Source of Event,Location,Status,Exp Date,Closed Reason
wed may 04 2022 05:32:44 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"austin, united states of america",closed,2023-05-29t00:00:00.000z,no action required
tue may 03 2022 23:38:44 gmt+0000,akta avant 25,28930842-2720136,19-7003,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue may 03 2022 22:40:04 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"austin, united states of america",closed,2023-09-23t00:00:00.000z,no action required
tue may 03 2022 22:30:04 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,drop hold failed to run.,eis.frac_15,61.0,vid service log,"austin, united states of america",closed,2023-09-23t00:00:00.000z,no action required
tue may 03 2022 22:29:17 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,drop hold failed to run.,eis.frac_15,61.0,vid service log,"austin, united states of america",closed,2023-09-23t00:00:00.000z,no action required
tue may 03 2022 20:16:35 gmt+0000,akta avant 150,28976337-1850603,19-5056,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
mon may 02 2022 19:53:42 gmt+0000,akta pure 25 l1,29018225-2285841,02_pure25_2285841,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"austin, united states of america",closed,2023-05-29t00:00:00.000z,no action required
mon may 02 2022 19:53:42 gmt+0000,akta pure 25 l1,29018225-2285841,02_pure25_2285841,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"austin, united states of america",closed,2023-05-29t00:00:00.000z,no action required
mon may 02 2022 19:43:54 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,mixer rfid tag can't be read.,eis.mixer_14,20.0,system audit trail,"austin, united states of america",closed,nan,no action required
mon may 02 2022 19:43:54 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"austin, united states of america",closed,nan,no action required
mon may 02 2022 19:24:07 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,mixer rfid tag can't be read.,eis.mixer_14,20.0,system audit trail,"austin, united states of america",closed,2023-09-23t00:00:00.000z,no action required
mon may 02 2022 18:16:13 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,mixer rfid tag can't be read.,eis.mixer_14,20.0,system audit trail,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
mon may 02 2022 18:16:13 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
mon may 02 2022 18:07:23 gmt+0000,akta pure 25 l,29018224-2606300,03_pure25_2606300,mixer rfid tag can't be read.,eis.mixer_14,20.0,system audit trail,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
mon may 02 2022 18:07:23 gmt+0000,akta pure 25 l,29018224-2606300,03_pure25_2606300,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
mon may 02 2022 17:57:01 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,mixer rfid tag can't be read.,eis.mixer_14,20.0,system audit trail,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
mon may 02 2022 17:57:01 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
mon may 02 2022 17:29:54 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,mixer rfid tag can't be read.,eis.mixer_14,20.0,system audit trail,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
mon may 02 2022 17:29:53 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
mon may 02 2022 17:12:45 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
mon may 02 2022 16:50:33 gmt+0000,akta avant 25,28930842-1837474,19-5059,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
mon may 02 2022 16:42:02 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
mon may 02 2022 16:13:35 gmt+0000,akta avant 150,28976337-2453900,08_avant150_2453900,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
mon may 02 2022 06:04:20 gmt+0000,akta avant 25,28930842-2720136,19-7003,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
sun may 01 2022 22:48:28 gmt+0000,akta avant 150,28976337-2721728,19-7005,only one of the codes was read properly during the detection process. the system will work ok but check the cassette before you use it the next time.,eis.frac_15,46.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
sat apr 30 2022 02:13:37 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,vid service log,"austin, united states of america",closed,nan,no action required
sat apr 30 2022 02:13:33 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,vid service log,"austin, united states of america",closed,nan,no action required
fri apr 29 2022 18:27:00 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"austin, united states of america",closed,nan,no action required
fri apr 29 2022 17:41:57 gmt+0000,akta avant 150,28976337-1828492,19-5058,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
fri apr 29 2022 15:05:12 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,drop hold failed to run.,eis.frac_15,61.0,vid service log,"austin, united states of america",closed,2023-05-29t00:00:00.000z,no action required
fri apr 29 2022 00:02:07 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,vid service log,"austin, united states of america",closed,nan,no action required
fri apr 29 2022 00:01:53 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,vid service log,"austin, united states of america",closed,nan,no action required
fri apr 29 2022 00:01:47 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,vid service log,"austin, united states of america",closed,nan,no action required
fri apr 29 2022 00:01:43 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,vid service log,"austin, united states of america",closed,nan,no action required
thu apr 28 2022 22:00:31 gmt+0000,akta avant 150,28976337-2663574,19-5071,an alarmed hatch was opened.,eis.frac_16,23.0,system audit trail,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,duplicate event
thu apr 28 2022 22:00:31 gmt+0000,akta avant 150,28976337-2663574,19-5071,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
thu apr 28 2022 19:21:27 gmt+0000,akta avant 150,28976337-2664278,19-5072,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
thu apr 28 2022 18:01:52 gmt+0000,akta avant 150,28976337-1847413,19-5057,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 28 2022 18:01:52 gmt+0000,akta avant 150,28976337-1847413,19-5057,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 28 2022 17:58:04 gmt+0000,akta avant 25,28930842-1962993,19-5067,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"gaithersburg, united states of america",closed,2024-04-11t00:00:00.000z,no action required
thu apr 28 2022 17:58:04 gmt+0000,akta avant 25,28930842-1962993,19-5067,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"gaithersburg, united states of america",closed,2024-04-11t00:00:00.000z,no action required
thu apr 28 2022 17:34:42 gmt+0000,akta avant 25,28930842-1837474,19-5059,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 28 2022 15:59:31 gmt+0000,akta avant 150,28976337-2719591,19-7004,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 28 2022 15:48:51 gmt+0000,akta avant 150,28976337-2721728,19-7005,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 28 2022 15:46:41 gmt+0000,akta avant 150,28976337-2735435,19-7009,mixer rfid tag can't be read.,eis.mixer_14,20.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 28 2022 15:27:00 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,vid service log,"austin, united states of america",closed,nan,no action required
thu apr 28 2022 15:26:56 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,vid service log,"austin, united states of america",closed,nan,no action required
thu apr 28 2022 15:14:34 gmt+0000,akta avant 25,28930842-2720136,19-7003,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 28 2022 14:03:07 gmt+0000,akta avant 150,28976337-2664278,19-5072,mixer rfid tag can't be read.,eis.mixer_14,20.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed apr 27 2022 18:56:34 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
wed apr 27 2022 17:02:02 gmt+0000,akta avant 150,28976337-2664278,19-5072,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri apr 22 2022 18:18:48 gmt+0000,akta avant 150,28976337-2664278,19-5072,position adjust.,eis.frac_15,75.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu apr 21 2022 14:28:22 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu apr 21 2022 14:26:33 gmt+0000,akta avant 150,28976337-2735487,19-7010,only one of the codes was read properly during the detection process. the system will work ok but check the cassette before you use it the next time.,eis.frac_15,46.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue apr 19 2022 20:24:47 gmt+0000,akta avant 25,28930842-1837474,19-5059,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue apr 19 2022 19:05:35 gmt+0000,akta avant 25,28930842-1837474,19-5059,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue apr 19 2022 19:05:35 gmt+0000,akta avant 25,28930842-1837474,19-5059,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri apr 15 2022 14:25:11 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,"(44168) client watchdog failed to recieve a response from client within specifid limit, disconnect client",nan,nan,vid com log,"malvern, united states",closed,2023-03-11t00:00:00.000z,customer resolved on own
tue apr 05 2022 15:03:34 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,"(56916) client watchdog failed to recieve a response from client within specifid limit, disconnect client",nan,nan,vid com log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
thu mar 10 2022 15:38:56 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,vid service log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed feb 23 2022 17:59:49 gmt+0000,akta pilot 600s,29274325-2495040,akta pilot 600_1,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed feb 16 2022 18:13:31 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
mon jan 31 2022 14:01:16 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
mon jan 24 2022 14:05:35 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
fri jan 14 2022 16:42:29 gmt+0000,akta pure 150m,29046694-2480611,akta pure 150_2,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed jan 12 2022 19:38:18 gmt+0000,akta pure 150m,29046694-2480611,akta pure 150_2,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 13:17:43 gmt+0000,akta pure 150m,29046694-2480611,akta pure 150_2,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 13:17:37 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 13:17:26 gmt+0000,akta pilot 600s,29274325-2495040,akta pilot 600_1,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 10:47:21 gmt+0000,akta pilot 600s,29274325-2495040,akta pilot 600_1,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 10:47:20 gmt+0000,akta pure 150m,29046694-2480611,akta pure 150_2,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 10:47:20 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 09:44:17 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 09:44:17 gmt+0000,akta pilot 600s,29274325-2495040,akta pilot 600_1,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 09:44:17 gmt+0000,akta pure 150m,29046694-2480611,akta pure 150_2,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 04:56:49 gmt+0000,akta pilot 600s,29274325-2495040,akta pilot 600_1,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 04:56:48 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
wed dec 22 2021 04:56:39 gmt+0000,akta pure 150m,29046694-2480611,akta pure 150_2,no asset data received for over 1 hour,nan,nan,connectivity,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
fri dec 17 2021 14:30:31 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
thu dec 16 2021 18:08:53 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:08:51 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:08:51 gmt+0000,akta avant 25,28930842-1587506,avant25_02,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:08:51 gmt+0000,akta avant 25,28930842-1536977,avant25_01,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:00:12 gmt+0000,akta pure 150 m3,29046697-2191611,saturnpure150_01,no asset data received for over 1 hour,nan,nan,connectivity,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:00:12 gmt+0000,akta pure 25 m,29018226-2453908,saturnpure25_03,no asset data received for over 1 hour,nan,nan,connectivity,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:00:11 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,no asset data received for over 1 hour,nan,nan,connectivity,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:00:11 gmt+0000,akta pure 25 m,29018226-2453934,saturnpure25_02,no asset data received for over 1 hour,nan,nan,connectivity,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:00:11 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,no asset data received for over 1 hour,nan,nan,connectivity,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu dec 16 2021 18:00:11 gmt+0000,readytoprocess wave 25,28988000-2157371,saturnwave25_01,no asset data received for over 1 hour,nan,nan,connectivity,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed dec 15 2021 15:19:55 gmt+0000,akta avant 25,28930842-1611031,avant25_03,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed dec 15 2021 13:08:57 gmt+0000,akta avant 25,28930842-1536977,avant25_01,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed dec 15 2021 13:08:57 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed dec 15 2021 13:08:57 gmt+0000,akta avant 25,28930842-1587506,avant25_02,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed dec 15 2021 13:08:56 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,connectivity,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
mon dec 13 2021 17:14:26 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
mon dec 13 2021 17:12:18 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
mon dec 13 2021 15:20:51 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
mon dec 13 2021 15:16:22 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
mon dec 13 2021 15:14:47 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
mon dec 13 2021 15:14:47 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,client: no connection could be made. target machine refused it,nan,nan,client log,"malvern, us",closed,2023-03-11t00:00:00.000z,no action required
fri dec 03 2021 16:20:23 gmt+0000,akta avant 150,28976337-1539062,avant150-01,adc input of range. hardware error.,eis.uv_7,33.0,vid service log,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu dec 02 2021 13:29:01 gmt+0000,akta pure 25 m,29018226-2453908,saturnpure25_03,instrument server: run could not be started,nan,nan,instr. server call log,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu dec 02 2021 10:46:00 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,vid service log,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed dec 01 2021 11:27:04 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,vid service log,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
tue nov 30 2021 09:53:17 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,vid service log,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri nov 26 2021 13:45:39 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu nov 18 2021 13:13:19 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed nov 17 2021 07:07:59 gmt+0000,akta avant 150,28976337-1539062,avant150-01,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed nov 17 2021 07:03:29 gmt+0000,akta avant 150,28976337-1539062,avant150-01,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
tue nov 16 2021 09:41:30 gmt+0000,akta pure 25 m,29018226-2453908,saturnpure25_03,client: no connection could be made. target machine refused it,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
mon nov 15 2021 22:56:53 gmt+0000,akta pure 25 m,29018226-2453908,saturnpure25_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
mon nov 15 2021 11:46:27 gmt+0000,akta pure 25 m,29018226-2453934,saturnpure25_02,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
mon nov 15 2021 11:46:23 gmt+0000,readytoprocess wave 25,28988000-2157371,saturnwave25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
mon nov 15 2021 11:46:23 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
mon nov 15 2021 11:46:23 gmt+0000,akta pure 25 m,29018226-2453908,saturnpure25_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri nov 12 2021 13:51:59 gmt+0000,akta avant 25,28930842-1611031,avant25_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu nov 11 2021 15:31:54 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
thu nov 11 2021 15:30:42 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed nov 10 2021 17:05:01 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
tue nov 09 2021 12:52:44 gmt+0000,akta avant 150,28976337-1539062,avant150-01,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
mon nov 08 2021 20:21:48 gmt+0000,akta pure 150 m3,29046697-2032635,pure150_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed nov 03 2021 17:41:14 gmt+0000,akta pure 150 m3,29046697-2032635,pure150_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed nov 03 2021 12:08:28 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 29 2021 12:03:25 gmt+0000,akta avant 25,28930842-1636260,avant25_05,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 29 2021 11:28:04 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 29 2021 11:02:59 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 27 2021 09:17:25 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 27 2021 09:16:04 gmt+0000,akta avant 25,28930842-1536977,avant25_01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 27 2021 09:13:25 gmt+0000,akta pure 150 m3,29046697-2032635,pure150_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
